class_method,endpoint,http_method,scope,auth_required,namespace,access_mode
,/activationkeys/groups/Add.do,POST,W,t,systems.activation_keys.groups,W
,/activationkeys/systems/List.do,GET,W,t,systems.activation_keys.details,R
,/activationkeys/systems/List.do,POST,W,t,systems.activation_keys.details,R
,/activationkeys/Clone.do,GET,W,t,systems.activation_keys.details,W
,/activationkeys/Clone.do,POST,W,t,systems.activation_keys.details,W
,/activationkeys/Delete.do,GET,W,t,systems.activation_keys.delete,W
,/activationkeys/Delete.do,POST,W,t,systems.activation_keys.delete,W

# Profiles
,/profiles/List.do,GET,W,t,systems.profiles,R
,/profiles/Details.do,GET,W,t,systems.profiles,R
,/profiles/Details.do,POST,W,t,systems.profiles,W
,/profiles/PackageList.do,GET,W,t,systems.profiles,R
,/profiles/PackageList.do,POST,W,t,systems.profiles,R
,/profiles/Delete.do,GET,W,t,systems.profiles,W
,/profiles/Delete.do,POST,W,t,systems.profiles,W

# Custom keys
# TODO: Download CSV action
,/systems/customdata/CustomDataList.do,GET,W,t,systems.custom_data,R
,/systems/customdata/CustomDataList.do,POST,W,t,systems.custom_data,R
,/systems/customdata/CreateCustomKey.do,GET,W,t,systems.custom_data,W
,/systems/customdata/CreateCustomKey.do,POST,W,t,systems.custom_data,W
,/systems/customdata/UpdateCustomKey.do,GET,W,t,systems.custom_data,W
,/systems/customdata/UpdateCustomKey.do,POST,W,t,systems.custom_data,W

# TODO: Autoinstallation

,/manager/vhms,GET,W,t,systems.vhms,R
,/manager/api/vhms,GET,W,t,systems.vhms,R
,/manager/api/vhms/modules,GET,W,t,systems.vhms,R
,/manager/api/vhms/:id,GET,W,t,systems.vhms,R
,/manager/api/vhms/:id/nodes,GET,W,t,systems.vhms,R
,/manager/api/vhms/:id/refresh,POST,W,t,systems.vhms,W
,/manager/api/vhms/module/:name/params,GET,W,t,systems.vhms,W
,/manager/api/vhms/create,POST,W,t,systems.vhms,W
,/manager/api/vhms/update/:id,POST,W,t,systems.vhms,W
,/manager/api/vhms/delete/:id,DELETE,W,t,systems.vhms,W

# TODO: Map these (k8s integration) (maybe into a child namespace 'systems.vhms.k8s'?):
#,/manager/api/vhms/kubeconfig/validate
#,/manager/api/vhms/create/kubernetes
#,/manager/api/vhms/update/kubernetes
#,/manager/api/vhms/kubeconfig/:id/contexts

# TODO: upcoming-windows in datetimepicker (should require permission for maintenance windows) (maybe also for action chains?) ADD TO EVERY NEEDED NAMESPACE?
